Zip_Code,City,State,County
10280,NEW YORK,NY,NEW YORK
10281,NEW YORK,NY,NEW YORK
10282,NEW YORK,NY,NEW YORK
10285,NEW YORK,NY,NEW YORK
10286,NEW YORK,NY,NEW YORK
10292,NEW YORK,NY,NEW YORK
10301,STATEN ISLAND,NY,RICHMOND
10302,STATEN ISLAND,NY,RICHMOND
10303,STATEN ISLAND,NY,RICHMOND
10304,STATEN ISLAND,NY,RICHMOND
10305,STATEN ISLAND,NY,RICHMOND
10306,STATEN ISLAND,NY,RICHMOND
10307,STATEN ISLAND,NY,RICHMOND
10308,STATEN ISLAND,NY,RICHMOND
10309,STATEN ISLAND,NY,RICHMOND
10310,STATEN ISLAND,NY,RICHMOND
10311,STATEN ISLAND,NY,RICHMOND
10312,STATEN ISLAND,NY,RICHMOND
10313,STATEN ISLAND,NY,RICHMOND
10314,STATEN ISLAND,NY,RICHMOND
10451,BRONX,NY,BRONX
10452,BRONX,NY,BRONX
10453,BRONX,NY,BRONX
10454,BRONX,NY,BRONX
10455,BRONX,NY,BRONX
10456,BRONX,NY,BRONX
10457,BRONX,NY,BRONX
10458,BRONX,NY,BRONX
10459,BRONX,NY,BRONX
10460,BRONX,NY,BRONX
10461,BRONX,NY,BRONX
10462,BRONX,NY,BRONX
10463,BRONX,NY,BRONX
10464,BRONX,NY,BRONX
10465,BRONX,NY,BRONX
10466,BRONX,NY,BRONX
10467,BRONX,NY,BRONX
10468,BRONX,NY,BRONX
10469,BRONX,NY,BRONX
10470,BRONX,NY,BRONX
10471,BRONX,NY,BRONX
10472,BRONX,NY,BRONX
10473,BRONX,NY,BRONX
10474,BRONX,NY,BRONX
10475,BRONX,NY,BRONX
10499,BRONX,NY,BRONX
10550,MOUNT VERNON,NY,WESTCHESTER
10551,MOUNT VERNON,NY,WESTCHESTER
10552,MOUNT VERNON,NY,WESTCHESTER
10553,MOUNT VERNON,NY,WESTCHESTER
10557,MOUNT VERNON,NY,WESTCHESTER
10558,MOUNT VERNON,NY,WESTCHESTER
10601,WHITE PLAINS,NY,WESTCHESTER
10602,WHITE PLAINS,NY,WESTCHESTER
10603,WHITE PLAINS,NY,WESTCHESTER
10605,WHITE PLAINS,NY,WESTCHESTER
10606,WHITE PLAINS,NY,WESTCHESTER
10607,WHITE PLAINS,NY,WESTCHESTER
10610,WHITE PLAINS,NY,WESTCHESTER
10701,YONKERS,NY,WESTCHESTER
10702,YONKERS,NY,WESTCHESTER
10703,YONKERS,NY,WESTCHESTER
10704,YONKERS,NY,WESTCHESTER
10705,YONKERS,NY,WESTCHESTER
10710,YONKERS,NY,WESTCHESTER
11020,GREAT NECK,NY,NASSAU
11021,GREAT NECK,NY,NASSAU
11022,GREAT NECK,NY,NASSAU
11023,GREAT NECK,NY,NASSAU
11024,GREAT NECK,NY,NASSAU
11025,GREAT NECK,NY,NASSAU
11026,GREAT NECK,NY,NASSAU
11027,GREAT NECK,NY,NASSAU
11040,NEW HYDE PARK,NY,NASSAU
11041,NEW HYDE PARK,NY,NASSAU
11042,NEW HYDE PARK,NY,NASSAU
11043,NEW HYDE PARK,NY,NASSAU
11044,NEW HYDE PARK,NY,NASSAU
11050,PORT WASHINGTON,NY,NASSAU
11051,PORT WASHINGTON,NY,NASSAU
11052,PORT WASHINGTON,NY,NASSAU
11053,PORT WASHINGTON,NY,NASSAU
11054,PORT WASHINGTON,NY,NASSAU
11055,PORT WASHINGTON,NY,NASSAU
11099,NEW HYDE PARK,NY,NASSAU
11201,BROOKLYN,NY,KINGS
11202,BROOKLYN,NY,KINGS
11203,BROOKLYN,NY,KINGS
11204,BROOKLYN,NY,KINGS
11205,BROOKLYN,NY,KINGS
11206,BROOKLYN,NY,KINGS
11207,BROOKLYN,NY,KINGS
11208,BROOKLYN,NY,KINGS
11209,BROOKLYN,NY,KINGS
11210,BROOKLYN,NY,KINGS
11211,BROOKLYN,NY,KINGS
11212,BROOKLYN,NY,KINGS
11213,BROOKLYN,NY,KINGS
11214,BROOKLYN,NY,KINGS
11215,BROOKLYN,NY,KINGS
11216,BROOKLYN,NY,KINGS
11217,BROOKLYN,NY,KINGS
11218,BROOKLYN,NY,KINGS
11219,BROOKLYN,NY,KINGS
11220,BROOKLYN,NY,KINGS
11221,BROOKLYN,NY,KINGS
11222,BROOKLYN,NY,KINGS
11223,BROOKLYN,NY,KINGS
11224,BROOKLYN,NY,KINGS
11225,BROOKLYN,NY,KINGS
11226,BROOKLYN,NY,KINGS
11228,BROOKLYN,NY,KINGS
11229,BROOKLYN,NY,KINGS
11230,BROOKLYN,NY,KINGS
11231,BROOKLYN,NY,KINGS
11232,BROOKLYN,NY,KINGS
11233,BROOKLYN,NY,KINGS
11234,BROOKLYN,NY,KINGS
11235,BROOKLYN,NY,KINGS
11236,BROOKLYN,NY,KINGS
11237,BROOKLYN,NY,KINGS
11238,BROOKLYN,NY,KINGS
11239,BROOKLYN,NY,KINGS
11240,BROOKLYN,NY,KINGS
11241,BROOKLYN,NY,KINGS
11242,BROOKLYN,NY,KINGS
11243,BROOKLYN,NY,KINGS
11244,BROOKLYN,NY,KINGS
11245,BROOKLYN,NY,KINGS
11247,BROOKLYN,NY,KINGS
11248,BROOKLYN,NY,KINGS
11249,BROOKLYN,NY,KINGS
11251,BROOKLYN,NY,KINGS
11252,BROOKLYN,NY,KINGS
11254,BROOKLYN,NY,KINGS
11255,BROOKLYN,NY,KINGS
11256,BROOKLYN,NY,KINGS
11351,FLUSHING,NY,QUEENS
11352,FLUSHING,NY,QUEENS
11354,FLUSHING,NY,QUEENS
11355,FLUSHING,NY,QUEENS
11358,FLUSHING,NY,QUEENS
11367,FLUSHING,NY,QUEENS
11371,FLUSHING,NY,QUEENS
11381,FLUSHING,NY,QUEENS
11390,FLUSHING,NY,QUEENS
11405,JAMAICA,NY,QUEENS
11424,JAMAICA,NY,QUEENS
11425,JAMAICA,NY,QUEENS
11430,JAMAICA,NY,QUEENS
11431,JAMAICA,NY,QUEENS
11432,JAMAICA,NY,QUEENS
11433,JAMAICA,NY,QUEENS
11434,JAMAICA,NY,QUEENS
